image_id,iou,cer,wer,exact_match,fuzzy_score,overall_success
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/1.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/2.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/3.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/4.jpeg,0.9057871601213535,0.3870967741935484,0.5,0,81,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/5.jpeg,0.901440577016302,0.5161290322580645,0.5,0,59,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/6.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/7.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/8.jpeg,0.03158451525441642,0.8518518518518519,0.75,0,26,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/9.jpeg,0.8835068772421316,0.8518518518518519,0.75,0,26,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/10.jpeg,0.00774728468001271,0.6956521739130435,0.5,0,47,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/11.jpeg,0.019422744215056877,0.6956521739130435,0.5,0,47,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/12.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/13.jpeg,0.955692734741223,0.35294117647058826,0.3333333333333333,0,79,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/14.jpeg,0.9315181673581889,0.6470588235294118,0.6666666666666666,0,48,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/15.jpeg,0.9451388803370472,0.5588235294117647,0.5,0,61,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/16.jpeg,0.9371899988400361,0.35294117647058826,0.3333333333333333,0,79,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/17.jpeg,0.9484923279845154,0.6875,0.6666666666666666,0,48,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/18.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/19.jpeg,0.4700883988140556,0.6875,0.6666666666666666,0,48,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/20.jpeg,0.044456528110962845,0.0,0.0,1,100,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/21.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/22.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/23.jpeg,0.9561448556939686,0.3548387096774194,0.25,0,78,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/24.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/25.jpeg,0.01912837387890666,0.8518518518518519,0.75,0,26,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/26.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/27.jpeg,0.01848798085397237,0.8518518518518519,0.75,0,26,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/28.jpeg,0.9246871996978681,0.6956521739130435,0.5,0,47,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/29.jpeg,0.9596021800183949,0.6956521739130435,1.0,0,65,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/30.jpeg,0.01784655617831322,0.6956521739130435,0.5,0,47,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/31.jpeg,0.015251715781492613,0.9130434782608695,0.75,0,16,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/32.jpeg,0.9573106883137291,0.35294117647058826,0.3333333333333333,0,79,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/33.jpeg,0.9519546717390676,0.058823529411764705,0.16666666666666666,0,97,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/34.jpeg,0.9360632473098136,0.058823529411764705,0.16666666666666666,0,97,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/35.jpeg,0.9153252048129474,0.5588235294117647,0.5,0,61,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/36.jpeg,0.08516770265471454,0.3125,0.3333333333333333,0,81,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/37.jpeg,0.9223065851474771,0.0,0.0,1,100,1
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/38.jpeg,0.22058041233894793,1.05,2.6666666666666665,0,63,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/39.jpeg,0.0,0.0,0.0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP004/test_a/40.jpeg,0.04220174326950792,0.0,0.0,1,100,0
